model,rank,split,ID,Speaker_ID,Gender,Speech_Class,Native_Region,Speech_Duration_seconds,Discipline_Group,Topic,mode,reference_source,reference_raw,reference,hypothesis_raw,hypothesis,wer
medium,18,test,ksh6OMRFroI,76,M,FAST,NORTH,22.93,Engineering,-Introduction To Problem Solving and Programming,double_normalized,Normalised_Transcript,we need to use the c compiler and the command for the c compiler is c c choose the arguments that i have given to the c c commands are one s t of all minus zero minus zero says that the equivalent machine language program which is generated for this,we need to use the c compiler and the command for the c compiler is c c choose the arguments that i have given to the c c commands are one s t of all -0 -0 says that the equivalent machine language program which is generated for this,"actually compile this program and try to run it. To compile this program we need to use the C compiler and the command for the C compiler is CC. So, the arguments that I have given to the CC command are first of all minus O minus O says.",actually compile this program and try to run it to compile this program we need to use the c compiler and the command for the c compiler is cc so the arguments that i have given to the cc command are 1st of all -0 -0 says,0.6735
medium,19,test,l8kIWLWfbZ8,195,M,FAST,SOUTH,15.83,Engineering,- MESFET : Effects of channel length and gate length on IDS and gm,double_normalized,Normalised_Transcript,it is not vpo it is vpo cylindrical is equal to q nd amplitude twice epsilon r epsilon,it is not vpo it is vpo cylindrical is equal to q nd amplitude twice epsilon r epsilon,"In fact, it is not Vp0, it is Vp0 cylindrical. It is equal to p and d magnitude twice epsilon r epsilon 0.",in fact it is not vp 0 it is vp 0 cylindrical it is equal to p and d magnitude twice epsilon r epsilon 0,0.6667
medium,20,test,nwcOtus_7eo,230,M,SLOW,NORTH,13.909,Engineering,Free Vibration,double_normalized,Normalised_Transcript,this is k one and this is y that means k one y is equal to k two x minus k two y therefore y is,this is k one and this is y that means k one y is equal to k 2 x minus k 2 y therefore y is,"is y. That means k1y is equal to k2x minus y. Therefore, y is equal to k2x minus k2y.",is y that means k one y is equal to k 2 x minus y therefore y is equal to k 2 x minus k 2 y,0.6538
large,1,test,AfQRHoPr2Fs,183,M,FAST,SOUTH,25.97,Non-Engineering,Gluing (n+1) copies of Affine n-Space to Produce Projective n-space in Topology,double_normalized,Normalised_Transcript,the homogeneity property it can be defined in more than one way and to explain that lets look at an example ok. So suppose you take a suppose we take a point lambda knot lambda N in projective space and,the homogeneity property it can be defined in more than one way and to explain that lets look at an example ok so suppose you take a suppose we take a point lambda knot lambda n in projective space and,the homogeneity property it can be defined in more than one way and to explain that let us look at an example okay. So suppose you take suppose we take a point lambda not lambda n in projective space and say we take R R plus H is the time that the American library determines the hvor Foot c hat is the volume of the mostrar I put it this way and the last one there 밀ống步 we gentlemen we conclude that equation to the expression of the Brownian rhoision within the calm Stew wobble. I want to say something at least.漏 so to speak. Let's. Care should mean that I always do something I always would. Again I am doch да.,the homogeneity property it can be defined in more than one way and to explain that let us look at an example okay so suppose you take suppose we take a point lambda not lambda n in projective space and say we take r r plus h is the time that the american library determines the hvor foot c hat is the volume of the mostrar i put it this way and the last one there 밀ong步 we gentlemen we conclude that equation to the expression of the brownian rhoision within the calm stew wobble i want to say something at least 漏 so to speak let us care should mean that i always do something i always would again i am doch да,2.225
large,2,test,LVGVc3ryNkI,46,F,SLOW,NORTH,24.0,Non-Engineering,Advance Analytical Course,double_normalized,Normalised_Transcript,extraction and enzymatic hydrolysis so now you see that from the classical methods of just simple digestion or simply wet oxidation and ashing now five new or six new sample preparation methods have come up in the recent trend microwave acid,extraction and enzymatic hydrolysis so now you see that from the classical methods of just simple digestion or simply wet oxidation and ashing now 5 new or 6 new sample preparation methods have come up in the recent trend microwave acid,"USLE and enzymatic hydrolysis. So, now you see that from the classical methods of just simple digestion or simply wet oxidation and ashing, now 5 new or 6 new sample preparation methods have come up in the recent trend. Okay? And so now these you picked. Adrian, would you like to share some examples of- Yes, of course. It's just that we were putting 국� kosten вы voulez market you And you're, you're not using the emerging reading brand right now, to keep track of Electrophages? Yeah. Oh, no. Yeah. I'm sorry. Thank you. …äre, are these weak and hard-possessing. What? Are these also not ready- tus les? Yeah. Equally it's helpful. Oh, continue. All right. Alright. Do you need to那.",usle and enzymatic hydrolysis so now you see that from the classical methods of just simple digestion or simply wet oxidation and ashing now 5 new or 6 new sample preparation methods have come up in the recent trend okay and so now these you picked adrian would you like to share some examples of yes of course it is just that we were putting 국 kosten вы voulez market you and you are you are not using the emerging reading brand right now to keep track of electrophages yeah 0 no yeah i am sorry thank you . are are these weak and hard possessing what are these also not ready tus les yeah equally it is helpful 0 continue all right alright do you need to那,2.1951
large,3,test,E-r2EDS0uP4,226,M,SLOW,NORTH,29.75,Engineering,Lecture 3 Kinematics of machines,double_normalized,Normalised_Transcript,f which we have seen three times n minus one minus two j so f is three into four minus two into five which,f which we have seen 3 times n -one -2 j so f is 3 into 4 -2 into 5 which,"f which we have seen, c times n minus 1 minus 2j. Sorry, this is, I made a mistake here, j2 is 1, but j2 is 2j2. So, this should be counted as 2 into 1, that is 2, and j is 5. So, f is c into 4 minus 2 into 5, which is 2.",f which we have seen c times n -one -2 j sorry this is i made a mistake here j 2 is one but j 2 is 2 j 2 so this should be counted as 2 into one that is 2 and j is 5 so f is c into 4 -2 into 5 which is 2,1.8571
large,4,test,MbKrIieogNc,126,M,AVG,EAST,28.11,Engineering,29 Pneumatic Control Systems - I,double_normalized,Normalised_Transcript,so you need only apply pneumatic pressure for moving the valve to the right for moment to the left is achieved by the spring similarly if you connect it to this position then what happens is that the pressure gets connected here and then when this valve is,so you need only apply pneumatic pressure for moving the valve to the right for moment to the left is achieved by the spring similarly if you connect it to this position then what happens is that the pressure gets connected here and then when this valve is,"So, you need only apply pneumatic pressure for moving the valve to the right from movement to the left is actually achieved by this spring. Similarly, if you connect it to this position then what happens is that the pressure gets connected here and then when this valve is connected to the spring, the pressure is going to be applied to the right from the left. So, if you connect this spring to the left, then what happens is that the pressure gets connected to the right from the left. So, this is the spring that is connected to the left from the right. So, you need only apply pneumatic pressure to this spring.",so you need only apply pneumatic pressure for moving the valve to the right from movement to the left is actually achieved by this spring similarly if you connect it to this position then what happens is that the pressure gets connected here and then when this valve is connected to the spring the pressure is going to be applied to the right from the left so if you connect this spring to the left then what happens is that the pressure gets connected to the right from the left so this is the spring that is connected to the left from the right so you need only apply pneumatic pressure to this spring,1.4375
large,5,test,aGvMubj8NXk,103,M,SLOW,SOUTH,17.03,Engineering,24 Programmed I/O,double_normalized,Normalised_Transcript,register we can use them for different purposes this is the fundamental basic requirement so now you can see assuming the device has prepared the data and then put in the data,register we can use them for different purposes this is the fundamental basic requirement so now you can see assuming the device has prepared the data and then put in the data,"register we can use for different purpose. Just one for example we are seeing now, this is fundamental basic thing anyway requirement. So now you can see assuming the device has prepared the data and then put in the data either in his hand. So and This is going to show up in like you a few minutes which is really Good tomb. It says from its� So but This 아ской",register we can use for different purpose just one for example we are seeing now this is fundamental basic thing anyway requirement so now you can see assuming the device has prepared the data and then put in the data either in his hand so and this is going to show up in like you a few minutes which is really good tomb it says from its so but this 아скои,1.375
large,6,test,o9ueYSKj9og,219,M,FAST,EAST,16.951,Engineering,of Ideal Gases,double_normalized,Normalised_Transcript,for example here if we see for any component kth component let us write for kth component that is equal to nk r bar t if we now substitute r bar t as sigma n like this that means nk,for example here if we see for any component kth component let us write for kth component that is equal to nk r bar t if we now substitute r bar t as sigma n like this that means nk,example here. Now if you see for any component kth component let us write for kth component that is equal to nk r bar t and if you substitute r bar t as sigma n like this that means nk r bar t is equal to nk r bar t. So if you substitute r bar t as sigma n like this then you will get this. Now if you substitute r bar t as sigma n like this then you will get this. Now if you substitute,example here now if you see for any component kth component let us write for kth component that is equal to nk r bar t and if you substitute r bar t as sigma n like this that means nk r bar t is equal to nk r bar t so if you substitute r bar t as sigma n like this then you will get this now if you substitute r bar t as sigma n like this then you will get this now if you substitute,1.35
large,7,test,kPnr_57oii4,290,M,SLOW,EAST,29.74,Engineering,Other matching networks,double_normalized,Normalised_Transcript,course assuming that q is large so what is this,course assuming that q is large so what is this,"course, assuming that Q is large, assuming that Q is large. So, what is this? So, what is this? So, what is this?",course assuming that q is large assuming that q is large so what is this so what is this so what is this,1.3
large,8,test,9rEn4MNpZS4,211,M,SLOW,EAST,21.67,Engineering,Approximate Methods - II,double_normalized,Normalised_Transcript,fixed and free ends so once again,fixed and free ends so once again,"fixed and the free ends. So, once again do it and then we're done. 1",fixed and the free ends so once again do it and then we are done one,1.2857
large,9,test,EayOCWaiRkw,277,M,SLOW,SOUTH,27.8,Engineering,Dual Slope ADC and Successor approximation ADC,double_normalized,Normalised_Transcript,now that is voltage in c remains constant because it cannot discharge the assuming the bias current is negligible then the voltage,now that is voltage in c remains constant because it cannot discharge the assuming the bias current is negligible then the voltage,"Now, the voltage that is the voltage on C remains constant voltage in C remains constant voltage in C remains constant because it cannot discharge assuming the bias current is negligible then the voltage in C remains constant. So, this is the voltage that is the voltage",now the voltage that is the voltage on c remains constant voltage in c remains constant voltage in c remains constant because it cannot discharge assuming the bias current is negligible then the voltage in c remains constant so this is the voltage that is the voltage,1.2273
large,10,test,Vpoi5W6a3lo,166,M,FAST,SOUTH,17.64,Non-Engineering,Distributions(contd),double_normalized,Normalised_Transcript,is when the original distribution is normal like we said this distribution of sample means is also normal but we also went through this central limit theorem where we said as long as you are aggregating is sufficiently large number of distributions the resulting distribution starts to look,is when the original distribution is normal like we said this distribution of sample means is also normal but we also went through this central limit theorem where we said as long as you are aggregating is sufficiently large number of distributions the resulting distribution starts to look,rate could be something like well two people arrive per minute okay so that's two and I want to ask the question what is the probability zero people will arrive over the next minute so I'd say on average two people arrive at the bus stop K is that zero right so I'll put substitute K with zero,rate could be something like well 2 people arrive per minute okay so that is 2 and i want to ask the question what is the probability 0 people will arrive over the next minute so i would say on average 2 people arrive at the bus stop k is that 0 right so i will put substitute k with 0,1.2083
large,11,test,4XulH3TfbT0,203,M,SLOW,EAST,52.541,Engineering,Surface Tension Driven Flows (Contd.),double_normalized,Normalised_Transcript,in short time s is much much zero fifty minus two twenty minus two thousand and fifty minus nine so eight pi mu s ds dt pi r square h rho g so s ds dt r square h rho g eight mu,in short time s is much much 050 -220 -2050 -9 so 8 pi mu s ds dt pi r square h rho g so s ds dt r square h rho g 8 mu,"in short time S is much much less than h. So, short time means S is much much less than h. So, the right hand side is approximately pi r square h rho g. So, 8 pi mu S d S d t is equal to pi r square h rho g. So, S d S d t is equal to r square h rho g by 8 mu.",in short time s is much much less than h so short time means s is much much less than h so the right hand side is approximately pi r square h rho g so 8 pi mu s d s d t is equal to pi r square h rho g so s d s d t is equal to r square h rho g by 8 mu,1.2
large,12,test,vf0S_1ZITuA,203,M,SLOW,EAST,32.75,Engineering,Fundamentals of Discretization: Finite Difference and Finite Volume Method,double_normalized,Normalised_Transcript,by two so that it becomes three and divided by two yes now whether it is plus or minus sign,by 2 so that it becomes 3 and divided by 2 yes now whether it is plus or minus sign,"x by, so it is h square by, so it was 3 factorial and that multiplied by 2, so that it becomes 3 and divided by 2. So, this is the",x by so it is h square by so it was 3 factorial and that multiplied by 2 so that it becomes 3 and divided by 2 so this is the,1.2
large,13,test,3vVJkvTsbXQ,88,M,SLOW,NORTH,25.36,Engineering,Open MP&PRAM Model of Computation,double_normalized,Normalised_Transcript,not say assumption but it is an abstraction will talk about how it affect our analysis yes we one is the amount of resource how much memory i have how much local versus or shared,not say assumption but it is an abstraction will talk about how it affect our analysis yes we one is the amount of resource how much memory i have how much local versus or shared,"I won't say assumption, but it is an abstraction. We will talk about how it affects our analysis. Sir, so as many number of processors as you need which means it is valid for single processor to machine of even millions of processors. Yes. Right. Right. The, so one is the amount of resources, how much memory I have, how much local versus shared.",i will not say assumption but it is an abstraction we will talk about how it affects our analysis sir so as many number of processors as you need which means it is valid for single processor to machine of even 1000000s of processors yes right right the so one is the amount of resources how much memory i have how much local versus shared,1.0
large,14,test,-2aOCNaOiLs,222,M,SLOW,SOUTH,4.989,Engineering,Conduction- Cylindrical and Spherical geometries,double_normalized,Normalised_Transcript,considered in problem forty minus five,considered in problem 40 -5,considered in problem forty five. Let us do that.,considered in problem 45 let us do that,1.0
large,15,test,whCu4Xl3m98,203,M,FAST,EAST,14.58,Engineering,Fluid Kinematics,double_normalized,Normalised_Transcript,y so you can write similarly that dy dt is by so dy y is b dt again you integrate,y so you can write similarly that dy dt is by so dy y is b dt again you integrate,"y. So, you can write similarly that dy dt is equal to by, so dy by y is equal to b dt again you integrate with. So, you can write that d y by y is equal to b dt.",y so you can write similarly that dy dt is equal to by so dy by y is equal to b dt again you integrate with so you can write that d y by y is equal to b dt,1.0
large,16,test,kHeysMOk9h4,82,M,SLOW,NORTH,24.69,Engineering,Parallel Algorithm,double_normalized,Normalised_Transcript,n cross n n plus one column is nothing but the b has been moved to n plus one that is you have a matrix and then you have b vector instead of putting b here i have put b here,n cross n n +one column is nothing but the b has been moved to n +one that is you have a matrix and then you have b vector instead of putting b here i have put b here,"something in a numerical methods problem generally we work on shared memory model. But people are working nowadays on cluster machines. Now, the next problem is that you have to tell me how I can do it.",something in a numerical methods problem generally we work on shared memory model but people are working nowadays on cluster machines now the next problem is that you have to tell me how i can do it,0.9744
large,17,test,lnD212vbPSk,70,M,FAST,SOUTH,26.769,Engineering,Sludge Treatment(Continued),double_normalized,Normalised_Transcript,we will see the advantages of this sludge draining beds for other dewatering processes the cost involved is very very low for the sludge draining beds and infrequent attention is required because we can just go and dump the sludge on the sludge draining beds and it will automatically get dried because of evaporation and leaching,we will see the advantages of this sludge draining beds for other dewatering processes the cost involved is very very low for the sludge draining beds and infrequent attention is required because we can just go and dump the sludge on the sludge draining beds and it will automatically get dried because of evaporation and leaching,"much higher compared to the summer and it is a labor intensive sludge process as far as sludge removal is concerned because we are pumping the liquid sludge to the sludge drying buds. Once the sludge is dried, how can we remove it? We have to remove the sludge from the sludge drying bud manually. So, it is a labor intensive process. And",much higher compared to the summer and it is a labor intensive sludge process as far as sludge removal is concerned because we are pumping the liquid sludge to the sludge drying buds once the sludge is dried how can we remove it we have to remove the sludge from the sludge drying bud manually so it is a labor intensive process and,0.9643
large,18,test,qx86xQ6UKmU,70,M,FAST,SOUTH,15.29,Engineering,Adsorption,double_normalized,Normalised_Transcript,of the same charge into the solution in a chemically equivalent amount once again i will explain ion exchange is defined as the process where an insoluble substance removes ions of positive or negative charge from an electrolytic solution and releases other ions of the same charge,of the same charge into the solution in a chemically equivalent amount once again i will explain ion exchange is defined as the process where an insoluble substance removes ions of positive or negative charge from an electrolytic solution and releases other ions of the same charge,"by what is the concentration of Bn plus in the solution. So, Rn minus Bn plus resin means activity of Bn plus in the resin and Bn plus 1s means activity of Bn plus in the solution.",by what is the concentration of bn plus in the solution so rn minus bn plus resin means activity of bn plus in the resin and bn plus ones means activity of bn plus in the solution,0.9362
large,19,test,qBw8ZQrJeys,292,M,SLOW,SOUTH,7.01,Engineering,Level Testing,double_normalized,Normalised_Transcript,that is also saw it as an input may not be a functional requirements this is a dependent in the message so next for is performance requirements let try to understand what performance that ports the entire process of booting up till operational mode,that is also saw it as an input may not be a functional requirements this is a dependent in the message so next for is performance requirements let try to understand what performance that ports the entire process of booting up till operational mode,This we will continue in the next.,this we will continue in the next,0.9091
large,20,test,RZQTTfU9TNA,284,M,FAST,SOUTH,29.08,Engineering,Encoders and Decoders,double_normalized,Normalised_Transcript,"normally this is a practical three to eight decoder i can give you the ic number if you want to this is seventy minus four thousand , one hundred and thirty minus eight it is not necessary to remember numbers in fact i am not even sure it s one hundred and twenty minus eight or one hundred and thirty minus eight but i think it s one hundred and thirty minus eight",normally this is a practical 3 to 8 decoder i can give you the ic number if you want to this is 70 -4130 -8 it is not necessary to remember numbers in fact i am not even sure it s 120 -8 or 130 -8 but i think it s 130 -8,This is a practical 3 2 8 decoder actually I can give you the IC number if you want to it is 74138 does not matter do not have to remember numbers I do not remember numbers I will always book up book up in fact I am not even sure if it is 128 or 138 I think it is 138 if somebody has a book you can have a quick look at it anyway. el,this is a practical 3 2 8 decoder actually i can give you the ic number if you want to it is 74138 does not matter do not have to remember numbers i do not remember numbers i will always book up book up in fact i am not even sure if it is 128 or 138 i think it is 138 if somebody has a book you can have a quick look at it anyway el,0.8679
