split,ID,Speaker_ID,Gender,Speech_Class,Native_Region,Speech_Duration_seconds,Discipline_Group,Topic,mode,reference_source,reference_raw,reference,hypothesis_raw,hypothesis,wer
test,qBw8ZQrJeys,292,M,SLOW,SOUTH,7.01,Engineering,Level Testing,normalized,Normalised_Transcript,that is also saw it as an input may not be a functional requirements this is a dependent in the message so next for is performance requirements let try to understand what performance that ports the entire process of booting up till operational mode,that is also saw it as an input may not be a functional requirements this is a dependent in the message so next for is performance requirements let try to understand what performance that ports the entire process of booting up till operational mode,stability. This will continue in the next.,stability this will continue in the next,0.9091
test,Xatxc4IV9UE,50,M,SLOW,EAST,17.32,Engineering,16,normalized,Normalised_Transcript,shown it to you this is here this is the modified fixed end moment so we can call,shown it to you this is here this is the modified fixed end moment so we can call,"to you. So, here we are saying that this, so this is here and this is the modified fixed end moment. So, we can call it as fixed end moment.",to you so here we are saying that this so this is here and this is the modified fixed end moment so we can call it as fixed end moment,0.8889
test,ZvsSe5sJGdc,60,M,SLOW,WEST,25.37,Engineering,"General Flow Equations Through Porous Media (Contd.), Dupuit's Assumptions",normalized,Normalised_Transcript,d by dx of k dh by dx into h d by dy of k into dh by dy into h,d by dx of k dh by dx into h d by dy of k into dh by dy into h,by d x of minus k d h by d x into h plus d by d y of minus k into d h by d y into h into h.,by d x of minus k d h by d x into h plus d by d y of minus k into d h by d y into h into h,0.8571
test,-2aOCNaOiLs,222,M,SLOW,SOUTH,4.989,Engineering,Conduction- Cylindrical and Spherical geometries,normalized,Normalised_Transcript,considered in problem forty minus five,considered in problem forty minus five,considered in problem 45. Let us do that.,considered in problem 45 let us do that,0.8333
test,RZQTTfU9TNA,284,M,FAST,SOUTH,29.08,Engineering,Encoders and Decoders,normalized,Normalised_Transcript,"normally this is a practical three to eight decoder i can give you the ic number if you want to this is seventy minus four thousand , one hundred and thirty minus eight it is not necessary to remember numbers in fact i am not even sure it s one hundred and twenty minus eight or one hundred and thirty minus eight but i think it s one hundred and thirty minus eight","normally this is a practical three to eight decoder i can give you the ic number if you want to this is seventy minus four thousand , one hundred and thirty minus eight it is not necessary to remember numbers in fact i am not even sure it s one hundred and twenty minus eight or one hundred and thirty minus eight but i think it s one hundred and thirty minus eight","is a practical 380 quarter actually I can give you the IC number if you want to it is 7, 4, 1, 3, 8. It does not matter, do not have to remember numbers, I do not remember numbers, I will always book out, book out, in fact I am not even sure with 1, 2, 8 or 1, 3, 8, I think it is not 3, 8. Somebody has a book you can have a quick look at it anyway.",is a practical 380 quarter actually i can give you the ic number if you want to it is 7 4 one 3 8 it does not matter do not have to remember numbers i do not remember numbers i will always book out book out in fact i am not even sure with one 2 8 or one 3 8 i think it is not 3 8 somebody has a book you can have a quick look at it anyway,0.8219
test,6CwSfoOR7-U,50,M,SLOW,EAST,15.7,Engineering,25,normalized,Normalised_Transcript,therefore if you look at the sway moments they turn out to be equal tou,therefore if you look at the sway moments they turn out to be equal tou,"So, this for therefore, if you look at the sway moments, if you look at the sway moments they turn out to be equal to M.",so this for therefore if you look at the sway moments if you look at the sway moments they turn out to be equal to m,0.8
test,F_cYtK9hP4o,95,M,SLOW,SOUTH,20.81,Engineering,Load-dependent service centers,normalized,Normalised_Transcript,be zero . sixteen so this is end of our two n d iteration so three r d iteration i will let you figure it out now rfec of three equals one so again j,be zero . sixteen so this is end of our two n d iteration so three r d iteration i will let you figure it out now rfec of three equals one so again j,"So, this is the end of our second iteration. So, third iteration, I will let you figure it out. So, now, R f e c of 3 equals 1. So, again j f e c is 1, so this is the end of",so this is the end of our 2nd iteration so 3rd iteration i will let you figure it out so now r f e c of 3 equals one so again j f e c is one so this is the end of,0.8
test,l8kIWLWfbZ8,195,M,FAST,SOUTH,15.83,Engineering,- MESFET : Effects of channel length and gate length on IDS and gm,normalized,Normalised_Transcript,it is not vpo it is vpo cylindrical is equal to q nd amplitude twice epsilon r epsilon,it is not vpo it is vpo cylindrical is equal to q nd amplitude twice epsilon r epsilon,"In fact, it is not v p 0, it is v p 0, so integral is equal to q and d, amplitude. 5 epsilon r epsilon 0.",in fact it is not v p 0 it is v p 0 so integral is equal to q and d amplitude 5 epsilon r epsilon 0,0.7778
test,HZwe_fEnLfs,97,M,SLOW,SOUTH,19.749,Engineering,24,normalized,Normalised_Transcript,"So, in a functional dependency here. And none of these functional dependent part of this. So, there is no need for any . Order number and item code are multivariate dependency.","So, in a functional dependency here. And none of these functional dependent part of this. So, there is no need for any . Order number and item code are multivariate dependency.","So, you have a fungal dependency here and none of these fungal independent part of the all this. So, there is no need for me except there is a lot of need through NF or number",so you have a fungal dependency here and none of these fungal independent part of the all this so there is no need for me except there is a lot of need through nf or number,0.7742
test,AfQRHoPr2Fs,183,M,FAST,SOUTH,25.97,Non-Engineering,Gluing (n+1) copies of Affine n-Space to Produce Projective n-space in Topology,normalized,Normalised_Transcript,the homogeneity property it can be defined in more than one way and to explain that lets look at an example ok. So suppose you take a suppose we take a point lambda knot lambda N in projective space and,the homogeneity property it can be defined in more than one way and to explain that lets look at an example ok. So suppose you take a suppose we take a point lambda knot lambda N in projective space and,"the homogeneity property it can be defined in more than one way and to explain that let us look at an example. So, suppose we take a point lambda naught lambda n in project space and let us say, let us say, let us say, let us say, let us say, let us say, let",the homogeneity property it can be defined in more than one way and to explain that let us look at an example so suppose we take a point lambda naught lambda n in project space and let us say let us say let us say let us say let us say let us say let,0.75
