split,ID,Speaker_ID,Gender,Speech_Class,Native_Region,Speech_Duration_seconds,Discipline_Group,Topic,mode,reference_source,reference_raw,reference,hypothesis_raw,hypothesis,wer
test,3vVJkvTsbXQ,88,M,SLOW,NORTH,25.36,Engineering,Open MP&PRAM Model of Computation,normalized,Normalised_Transcript,not say assumption but it is an abstraction will talk about how it affect our analysis yes we one is the amount of resource how much memory i have how much local versus or shared,not say assumption but it is an abstraction will talk about how it affect our analysis yes we one is the amount of resource how much memory i have how much local versus or shared,"I won't say assumption, but it is an abstraction. We'll talk about how it affects our analysis. As many number of processors as you need, which means it is valid for a single processor to machine of even millions of processors. Yes. So one is the amount of resources, how much memory I have, how much local versus shared.",i will not say assumption but it is an abstraction we will talk about how it affects our analysis as many number of processors as you need which means it is valid for a single processor to machine of even 1000000s of processors yes so one is the amount of resources how much memory i have how much local versus shared,0.8857
test,-2aOCNaOiLs,222,M,SLOW,SOUTH,4.989,Engineering,Conduction- Cylindrical and Spherical geometries,normalized,Normalised_Transcript,considered in problem forty minus five,considered in problem forty minus five,considered in problem 45. Let us do that.,considered in problem 45 let us do that,0.8333
test,smVkvSR4CjE,36,M,FAST,SOUTH,19.591,Engineering,Non-Isothermal Reactors (Graphical Design) Contd.,normalized,Normalised_Transcript,side this is this side if you are only one side you will never get right so the condition for this to be optimal the condition for this to be optimal that means this crossing this side is integral,side this is this side if you are only one side you will never get right so the condition for this to be optimal the condition for this to be optimal that means this crossing this side is integral,"this is this side. If you are only one side you will never get optimal, right? So the condition for this to be optimal, the condition for this to be optimal that means This side is, integral integral alpha by pi dot t squared sin theta by pi dx square,drum can be written as integral alpha by square done integral alpha by pi",this is this side if you are only one side you will never get optimal right so the condition for this to be optimal the condition for this to be optimal that means this side is integral integral alpha by pi dot t squared sin theta by pi dx square drum can be written as integral alpha by square done integral alpha by pi,0.7949
test,vlFdVYAXIxg,125,M,SLOW,EAST,25.89,Engineering,and Computer Aided Design of Filters,normalized,Normalised_Transcript,x three its fine what about x four x five x six x seven now you see w n say w eight n is eight in our case w eight five w eight four how much is it minus one w eight five minus w nine,x three its fine what about x four x five x six x seven now you see w n say w eight n is eight in our case w eight five w eight four how much is it minus one w eight five minus w nine,"3, then added with g 3 that will give me x 3, it is fine. What about x 4, x 5, x 6, x 7? Now, you see W n say W 8, n is 8 in our case, W 8 is a function of x 3, x 4, x 5,",3 then added with g 3 that will give me x 3 it is fine what about x 4 x 5 x 6 x 7 now you see w n say w 8 n is 8 in our case w 8 is a function of x 3 x 4 x 5,0.7609
test,8PZx5kgLSqQ,302,M,SLOW,WEST,64.24,Engineering,Lloyd-Max Quantizer,normalized,Normalised_Transcript,minus one and b l by two we know b l by two from our knowledge of the data therefore we can compute the integral y l by two is equal to and compare it with the previously computed value of y l by two now if the difference,minus one and b l by two we know b l by two from our knowledge of the data therefore we can compute the integral y l by two is equal to and compare it with the previously computed value of y l by two now if the difference,"minus 1 and b l by 2. We know b l by 2 from our knowledge of the data. Therefore, we can compute the integral y l by 2 is equal to y l by 2 minus 1 minus 1 minus 1 minus 1 minus 1 minus 1 minus 1 minus 1 minus 1 minus 1 minus 1 minus 1 minus 1 minus 1 minus 1 minus 1 minus 1 minus 1 minus 1 minus 1 minus 1 minus and compare it with the previously computed value of y l by 2.",-one and b l by 2 we know b l by 2 from our knowledge of the data therefore we can compute the integral y l by 2 is equal to y l by 2 -one -one -one -one -one -one -one -one -one -one -one -one -one -one -one -one -one -one -one -one -one -and compare it with the previously computed value of y l by 2,0.7347
test,OFfJiIhFkJ4,43,M,SLOW,EAST,19.42,Non-Engineering,Determination of Molecular Weight of Polymers (Contd.),normalized,Normalised_Transcript,we know that in gel permeation chromatography there is no interaction between the polymer molecules and the pores or the column there is no interaction between them so the value,we know that in gel permeation chromatography there is no interaction between the polymer molecules and the pores or the column there is no interaction between them so the value,"We know that in gel permeation chromatography, there is no interaction between the polymer molecules and the pores or the column, there is no interaction between them. So, del H value of the polymer molecules is equal to del H, del H is equal to del H, del H is equal",we know that in gel permeation chromatography there is no interaction between the polymer molecules and the pores or the column there is no interaction between them so del h value of the polymer molecules is equal to del h del h is equal to del h del h is equal,0.7333
test,ksh6OMRFroI,76,M,FAST,NORTH,22.93,Engineering,-Introduction To Problem Solving and Programming,normalized,Normalised_Transcript,we need to use the c compiler and the command for the c compiler is c c choose the arguments that i have given to the c c commands are one s t of all minus zero minus zero says that the equivalent machine language program which is generated for this,we need to use the c compiler and the command for the c compiler is c c choose the arguments that i have given to the c c commands are one s t of all minus zero minus zero says that the equivalent machine language program which is generated for this,"actually compile this program and try to run it. To compile this program we need to use the C compiler and the command for the C compiler is CC. So, the arguments that I have given to the CC command are first of all minus O minus O says.",actually compile this program and try to run it to compile this program we need to use the c compiler and the command for the c compiler is cc so the arguments that i have given to the cc command are 1st of all -0 -0 says,0.7255
test,ZvsSe5sJGdc,60,M,SLOW,WEST,25.37,Engineering,"General Flow Equations Through Porous Media (Contd.), Dupuit's Assumptions",normalized,Normalised_Transcript,d by dx of k dh by dx into h d by dy of k into dh by dy into h,d by dx of k dh by dx into h d by dy of k into dh by dy into h,d by d x of minus k d h by d x into h plus d by d y of minus k into d h by d y into h.,d by d x of minus k d h by d x into h plus d by d y of minus k into d h by d y into h,0.7143
test,LT8uiz2YdgY,97,M,AVG,SOUTH,29.71,Engineering,7,normalized,Normalised_Transcript,"the user believes his what is going to get, I guarantee this is what I am going to give. So, the SRS document is one of the most important documents, which are signed by the contractor. In this case, system provider and the user or organization to whom it is given.","the user believes his what is going to get, I guarantee this is what I am going to give. So, the SRS document is one of the most important documents, which are signed by the contractor. In this case, system provider and the user or organization to whom it is given.","So, at this time user's agreement on this SRS document is reached. So in that the user believes this is what is going to get, I guarantee that this is what I am going to give. So the SRS document is one of the most important documents which are signed by the contractor in this case system provider and the user.",so at this time user is agreement on this srs document is reached so in that the user believes this is what is going to get i guarantee that this is what i am going to give so the srs document is one of the most important documents which are signed by the contractor in this case system provider and the user,0.7059
test,nwcOtus_7eo,230,M,SLOW,NORTH,13.909,Engineering,Free Vibration,normalized,Normalised_Transcript,this is k one and this is y that means k one y is equal to k two x minus k two y therefore y is,this is k one and this is y that means k one y is equal to k two x minus k two y therefore y is,"is y. That means k1y is equal to k2x minus y. Therefore, y is equal to k2x minus k2y.",is y that means k one y is equal to k 2 x minus y therefore y is equal to k 2 x minus k 2 y,0.6923
